Fold,Feature,Packet,Importance
0,L4_payload,1,0.07580336644876372
0,iat_micros,1,0.0
0,packet_dir,1,0.00029212510316771516
0,TCP_win_size,1,0.06342204310434853
0,L4_payload,2,0.16067557193225476
0,iat_micros,2,0.07529015255390469
0,packet_dir,2,0.030407571534913774
0,TCP_win_size,2,0.3143159057713455
0,L4_payload,3,0.10977491991617268
0,iat_micros,3,0.021162086386511226
0,packet_dir,3,0.011916936338236548
0,TCP_win_size,3,0.09199743494692562
0,L4_payload,4,0.19562735925411104
0,iat_micros,4,0.04060245794711964
0,packet_dir,4,0.015813011035777178
0,TCP_win_size,4,0.20714868937908895
0,L4_payload,5,0.16750958466469282
0,iat_micros,5,0.052818516011623955
0,packet_dir,5,0.02930244391478516
0,TCP_win_size,5,0.1212850565063745
0,L4_payload,6,0.11613516972445666
0,iat_micros,6,0.04231886187683506
0,packet_dir,6,0.009294237668534794
0,TCP_win_size,6,0.07082184135340834
0,L4_payload,7,0.05375411484083721
0,iat_micros,7,0.021300287911080386
0,packet_dir,7,0.008227429080102959
0,TCP_win_size,7,0.0346217802664827
0,L4_payload,8,0.04384737080121118
0,iat_micros,8,0.025087472056520992
0,packet_dir,8,0.005503427929349842
0,TCP_win_size,8,0.03728339186456399
0,L4_payload,9,0.04322034604957894
0,iat_micros,9,0.024114587183768778
0,packet_dir,9,0.005388907146425838
0,TCP_win_size,9,0.04796857766784175
0,L4_payload,10,0.03222134549446103
0,iat_micros,10,0.026727454658988806
0,packet_dir,10,0.0048989517314682665
0,TCP_win_size,10,0.04598753668426857
1,L4_payload,1,0.05070451325351457
1,iat_micros,1,0.0
1,packet_dir,1,0.0006113661193717834
1,TCP_win_size,1,0.0477212215905652
1,L4_payload,2,0.169818838966114
1,iat_micros,2,0.06150194018264547
1,packet_dir,2,0.01731987832314435
1,TCP_win_size,2,0.2987140435306957
1,L4_payload,3,0.11942583105495767
1,iat_micros,3,0.02726468896890579
1,packet_dir,3,0.01514135369341727
1,TCP_win_size,3,0.13253022993990596
1,L4_payload,4,0.22284728524175873
1,iat_micros,4,0.03197483509830732
1,packet_dir,4,0.009173960672896952
1,TCP_win_size,4,0.2442457903576732
1,L4_payload,5,0.13478902502334383
1,iat_micros,5,0.046180245649728224
1,packet_dir,5,0.029720952986621856
1,TCP_win_size,5,0.11374395441877413
1,L4_payload,6,0.09502057634010119
1,iat_micros,6,0.04744872770021174
1,packet_dir,6,0.008657436430804539
1,TCP_win_size,6,0.06852614849463062
1,L4_payload,7,0.044776320162313005
1,iat_micros,7,0.030125714577386012
1,packet_dir,7,0.01186183350865924
1,TCP_win_size,7,0.033466396761014795
1,L4_payload,8,0.04572648186057129
1,iat_micros,8,0.028873471099883263
1,packet_dir,8,0.007031793863345697
1,TCP_win_size,8,0.03789595431626833
1,L4_payload,9,0.04672919465601155
1,iat_micros,9,0.02811608841704144
1,packet_dir,9,0.00867445655432834
1,TCP_win_size,9,0.0433645451883969
1,L4_payload,10,0.03584322614490104
1,iat_micros,10,0.025694635443179775
1,packet_dir,10,0.007718131373799941
1,TCP_win_size,10,0.04741062058577036
2,L4_payload,1,0.05507972811045876
2,iat_micros,1,0.0
2,packet_dir,1,-7.8240298147959e-05
2,TCP_win_size,1,0.098880854084244
2,L4_payload,2,0.16568901070939698
2,iat_micros,2,0.04819937736402748
2,packet_dir,2,0.021707914676360768
2,TCP_win_size,2,0.24453734766109264
2,L4_payload,3,0.09388806105464449
2,iat_micros,3,0.02380310748294502
2,packet_dir,3,0.00771189041326542
2,TCP_win_size,3,0.07674739789592044
2,L4_payload,4,0.18397172555498595
2,iat_micros,4,0.03567378753980763
2,packet_dir,4,0.009400757052453575
2,TCP_win_size,4,0.2074081753755025
2,L4_payload,5,0.13482513481970368
2,iat_micros,5,0.037681716486951
2,packet_dir,5,0.026625499738860192
2,TCP_win_size,5,0.10382304090666938
2,L4_payload,6,0.1115568932774645
2,iat_micros,6,0.004297117890463497
2,packet_dir,6,0.00994533204406094
2,TCP_win_size,6,0.0865375809775104
2,L4_payload,7,-0.028188182613743458
