fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,81.69302650433843,80.68911888797228,96.2050534165872,95.87784265599979,ID
2,80.18405777005928,78.56034779717945,95.68783217680186,95.1277524494148,ID
3,81.021290481721,79.9344861717852,95.96938392951621,95.57816362185253,ID
4,79.46164628799689,77.94720571241075,95.66242980289549,95.11324627318888,ID
5,79.92452743424636,78.1967140858301,95.75942011642708,95.22402581707209,ID
