fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,79.92009171838399,79.16778390652497,63.06162379575565,62.569828229928945,OOD
2,81.81540553394723,80.83357339224064,63.1975305298393,62.83513740816199,OOD
3,82.18979188283413,80.9899999212559,63.310292821954505,62.77842573691396,OOD
4,81.0723310680078,79.8918769600991,63.37261874509043,62.69660270489115,OOD
5,81.94823814534308,81.1380606153301,63.05696425263512,62.69122041434064,OOD
