fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,81.0631736510678,80.88172646002394,95.01253886754648,94.82123472335056,JD
2,81.67317725220047,81.12531647114581,95.3615860238516,95.10797627758103,JD
3,81.85675035197337,81.13648873371898,95.31022463676558,95.06439281748,JD
4,81.44564743863766,81.00820522753486,95.08214475218976,94.85240425171584,JD
5,80.23721653227815,79.53659225155559,95.05127820177263,94.83371168137809,JD
