fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,81.0631736510678,80.88172646002394,95.31008640809145,95.35215153934196,JD
2,81.67317725220047,81.12531647114581,95.264858301745,95.17051749331287,JD
3,81.85675035197337,81.13648873371898,95.29417805246906,95.07583188260094,JD
4,81.44564743863766,81.00820522753486,95.41445189120267,95.34529455182738,JD
5,80.23721653227815,79.53659225155559,95.30988647887175,95.15941453640683,JD
