fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,93.71521526503001,93.70327598277721,98.38525713581518,98.4937932880224,JD
2,93.56725332950785,93.21910617263964,98.24873242832562,98.31436818957638,JD
3,94.25906731520193,94.21670588002846,98.48896135869586,98.56195688426313,JD
4,93.75012120758093,93.83063153060013,98.38450308741322,98.50045617594373,JD
5,93.22015711426178,93.03856069313106,98.38762447521418,98.50507660369465,JD
