fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,92.00684111516001,91.3759762958607,98.01419158310536,98.01923552058621,ID
2,93.07706003697275,92.62271791626272,98.18129312926128,98.22139929926004,ID
3,93.89017723028465,92.91691530224055,98.36880374741858,98.29100910268491,ID
4,93.07171720797304,92.60392466431685,98.24347336750053,98.25695891654136,ID
5,93.57602140929957,93.39142178010387,98.37911377779788,98.49877981525762,ID
