fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,90.44806545125259,89.45933442019587,76.60692993780492,76.8792037017282,OOD
2,91.19432023269802,90.65653811228529,76.00139540159468,76.46367203389751,OOD
3,91.50983900323584,90.31983243695659,75.10583609023624,75.45785142375846,OOD
4,91.86410377680981,91.50730588553402,76.4025545601877,76.70482546137758,OOD
5,91.11295364339863,90.45783736707797,75.8706585356377,76.31191618556956,OOD
