fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,93.71521526503001,93.70327598277721,98.16834461565708,98.37092568317077,JD
2,93.56725332950785,93.21910617263964,98.2764381460632,98.40594173111658,JD
3,94.25906731520193,94.21670588002846,98.24712403394872,98.44505053078494,JD
4,93.75012120758093,93.83063153060013,98.16363197267108,98.36319723392157,JD
5,93.22015711426178,93.03856069313106,98.00899441443029,98.18024042071569,JD
