Fold,Feature,Packet,Importance
0,L4_payload,1,0.06572620311252624
0,iat_micros,1,0.0
0,packet_dir,1,-0.0009866082803934592
0,TCP_win_size,1,0.0653295607656417
0,L4_payload,2,0.1374101787690542
0,iat_micros,2,0.054065131278074094
0,packet_dir,2,0.026703835537156814
0,TCP_win_size,2,0.22520684538741434
0,L4_payload,3,0.08407796539343726
0,iat_micros,3,0.02304748635944512
0,packet_dir,3,0.018432556006265456
0,TCP_win_size,3,0.1098445332743071
0,L4_payload,4,0.1486956895859898
0,iat_micros,4,0.04314521893206429
0,packet_dir,4,0.018874101695455385
0,TCP_win_size,4,0.1803701894902699
0,L4_payload,5,0.11647984369846368
0,iat_micros,5,0.04093996233724811
0,packet_dir,5,0.02668963659072031
0,TCP_win_size,5,0.1068665941578917
0,L4_payload,6,0.08784403849705866
0,iat_micros,6,0.029798572975929118
0,packet_dir,6,0.008504016449478796
0,TCP_win_size,6,0.06644002912928586
0,L4_payload,7,0.03645236448932656
0,iat_micros,7,0.025061886540864
0,packet_dir,7,0.005084083982568565
0,TCP_win_size,7,0.03512502828624887
0,L4_payload,8,0.03380267439711745
0,iat_micros,8,0.028606131020620464
0,packet_dir,8,0.006249198966390767
0,TCP_win_size,8,0.03793082565017064
0,L4_payload,9,0.034271872625732246
0,iat_micros,9,0.022776803332012506
0,packet_dir,9,0.00539849666611955
0,TCP_win_size,9,0.0625824138160407
0,L4_payload,10,0.02042109086836036
0,iat_micros,10,0.019235365311953967
0,packet_dir,10,0.004172311536880744
0,TCP_win_size,10,0.06702554046580525
0,L4_payload,11,0.010945162957454586
0,iat_micros,11,0.017215984598638174
0,packet_dir,11,0.0034294439674388186
0,TCP_win_size,11,0.033651594187910326
0,L4_payload,12,0.007668968767464092
0,iat_micros,12,0.009509760352279184
0,packet_dir,12,0.0022554124880041337
0,TCP_win_size,12,0.01862219795888928
0,L4_payload,13,0.005339081236660761
0,iat_micros,13,0.006773924045232695
0,packet_dir,13,0.0014092585515014936
0,TCP_win_size,13,0.024376517127860986
0,L4_payload,14,0.005468815442904835
0,iat_micros,14,0.005141546570472492
0,packet_dir,14,0.0021408929725654858
0,TCP_win_size,14,0.01950913908040231
0,L4_payload,15,0.0059888957652215824
0,iat_micros,15,0.006302528044871996
0,packet_dir,15,0.0021438278158586546
0,TCP_win_size,15,0.03327917905397352
0,L4_payload,16,0.0032186315505100377
0,iat_micros,16,0.004534976841857575
0,packet_dir,16,0.0012817492349964045
0,TCP_win_size,16,0.007305445497323662
0,L4_payload,17,0.005854672632189155
0,iat_micros,17,0.005470953184316722
0,packet_dir,17,0.00012557717410633214
0,TCP_win_size,17,0.0062908811772384365
0,L4_payload,18,0.005170451120536217
0,iat_micros,18,0.006723964418074359
0,packet_dir,18,0.0023536016148030144
0,TCP_win_size,18,0.005401044986835484
0,L4_payload,19,0.005333076902844897
0,iat_micros,19,0.0024845942525421197
0,packet_dir,19,0.0011353241878629334
0,TCP_win_size,19,0.00556633768908546
0,L4_payload,20,0.004889339131737198
0,iat_micros,20,0.006569362347955352
0,packet_dir,20,0.0017284525200930445
0,TCP_win_size,20,0.006736716604504666
