fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,92.14998883343767,92.41116833546008,79.4447200743803,80.21148606375225,OOD
2,92.73991750331709,92.80097109531079,79.52783300585708,80.44668883013618,OOD
3,92.76198123519852,92.7334395142489,79.80997546146229,80.3832290514643,OOD
4,91.73062222810968,91.42569363699225,79.10078651358494,80.32902033431635,OOD
5,90.8516004555888,91.09572217500934,80.45118585677888,81.63490249861039,OOD
