fold,f1_Internal,bal_acc_Internal,f1_External,bal_acc_External
1,0.9214998883343767,0.9241116833546007,0.7944472007438029,0.8021148606375225
2,0.9273991750331708,0.9280097109531079,0.7952783300585707,0.8044668883013618
3,0.9276198123519852,0.927334395142489,0.7980997546146229,0.803832290514643
4,0.9173062222810968,0.9142569363699226,0.7910078651358493,0.8032902033431635
5,0.9085160045558879,0.9109572217500934,0.8045118585677888,0.8163490249861038
