fold,f1_Internal,bal_acc_Internal,f1_External,bal_acc_External
1,0.9389651236009211,0.9378626839624806,0.9834681412618189,0.9842570550916042
2,0.9327093290194485,0.9294932014966965,0.9818526923343289,0.9823721545293945
3,0.9484101385459157,0.9480901073988398,0.9857676741727546,0.9864438948328397
4,0.9394089873297656,0.9394290636107888,0.9838272368565296,0.9846392762885442
5,0.9345776358260918,0.9336985546035089,0.9843635519046193,0.9855274377939158
