fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,83.31525673494478,82.39578389264797,65.454872363491,66.18757840398064,OOD
2,83.73727628508122,82.54202187594709,66.04439390392636,66.77368546696924,OOD
3,84.08546141200995,83.35369610208838,66.01322237110394,66.77879039028565,OOD
4,82.12560393801729,81.03606000725443,65.7652888283139,66.66176166671772,OOD
5,82.74486969008886,82.12082242553561,65.66405401468478,66.4669848667973,OOD
