Fold,Feature,Packet,Importance
0,L4_payload,1,0.08092111431989643
0,iat_micros,1,0.0
0,packet_dir,1,-0.008246226415486549
0,TCP_win_size,1,0.002728703702389249
0,L4_payload,2,-0.01859371459722577
0,iat_micros,2,0.07728777803545633
0,packet_dir,2,0.08536127983695459
0,TCP_win_size,2,0.0025146618019888873
0,L4_payload,3,0.00828368844722591
0,iat_micros,3,0.033805636656103026
0,packet_dir,3,0.0901803577894919
0,TCP_win_size,3,0.002669487627022872
0,L4_payload,4,0.07094137788810996
0,iat_micros,4,0.020116070092140715
0,packet_dir,4,0.10657201693222694
0,TCP_win_size,4,0.0022578089177808553
0,L4_payload,5,0.08795722818821006
0,iat_micros,5,0.08341143109593983
0,packet_dir,5,0.14709239423268558
0,TCP_win_size,5,0.002306517173590641
0,L4_payload,6,0.10427542346091685
0,iat_micros,6,0.09808024627753031
0,packet_dir,6,0.12510476602688256
0,TCP_win_size,6,0.0028686905506026456
0,L4_payload,7,0.08246589189592084
0,iat_micros,7,0.06668834113314782
0,packet_dir,7,0.13071420889067628
0,TCP_win_size,7,0.002471112191779578
0,L4_payload,8,0.11451166150077033
0,iat_micros,8,0.02654890571365514
0,packet_dir,8,0.050830347021679316
0,TCP_win_size,8,0.004454256408767769
0,L4_payload,9,0.07641062726324692
0,iat_micros,9,0.08196339362946425
0,packet_dir,9,0.07302050867246641
0,TCP_win_size,9,0.0031626928575919917
0,L4_payload,10,0.05183846793172663
0,iat_micros,10,0.07653472130830095
0,packet_dir,10,0.0908037775290175
0,TCP_win_size,10,0.003163093488386929
1,L4_payload,1,-0.02644215299536561
1,iat_micros,1,0.0
1,packet_dir,1,0.02830272172957117
1,TCP_win_size,1,0.028732613635263707
1,L4_payload,2,0.07277287070308842
1,iat_micros,2,0.03050857268871106
1,packet_dir,2,0.02425445486951568
1,TCP_win_size,2,0.0030303076130660227
1,L4_payload,3,0.0558632286824124
1,iat_micros,3,0.014543508018502679
1,packet_dir,3,-0.012802314145287657
1,TCP_win_size,3,0.0024029919174105427
1,L4_payload,4,0.07817612331461068
1,iat_micros,4,-0.015073117036261269
1,packet_dir,4,0.11579713708748779
1,TCP_win_size,4,0.0035707853618013805
1,L4_payload,5,-0.004069016561080905
1,iat_micros,5,-0.022339711171917347
1,packet_dir,5,0.09757619239464464
1,TCP_win_size,5,0.003667032569387958
1,L4_payload,6,0.12788826591671557
1,iat_micros,6,0.003521882186771086
1,packet_dir,6,-0.124835094069564
1,TCP_win_size,6,0.002615050422706381
1,L4_payload,7,0.08334105360104925
1,iat_micros,7,-0.05514559543041379
1,packet_dir,7,-0.06612182228461683
1,TCP_win_size,7,0.002841612670201365
1,L4_payload,8,-0.11318954919896254
1,iat_micros,8,-0.006398145730846011
1,packet_dir,8,-0.1309979350131419
1,TCP_win_size,8,0.0014175578214498524
1,L4_payload,9,-0.05454108348902547
1,iat_micros,9,-0.14835178395707355
1,packet_dir,9,-0.25541214094534254
1,TCP_win_size,9,0.0021393884531037
1,L4_payload,10,-0.02484787588153734
1,iat_micros,10,-0.1467944656907897
1,packet_dir,10,-0.16330563330749717
1,TCP_win_size,10,0.0017749980711786225
2,L4_payload,1,0.035691422494325935
2,iat_micros,1,0.0
2,packet_dir,1,0.005652889807755093
2,TCP_win_size,1,0.0380654746086197
2,L4_payload,2,0.07169237656478034
2,iat_micros,2,0.013764118055316426
2,packet_dir,2,0.013228109187713654
2,TCP_win_size,2,0.001849951081940156
2,L4_payload,3,0.0603759829932262
2,iat_micros,3,0.02974972972972917
2,packet_dir,3,0.02711316695759674
2,TCP_win_size,3,0.0020725384511110917
2,L4_payload,4,0.08386973905171327
2,iat_micros,4,0.011197005733478614
2,packet_dir,4,0.09972383924557945
2,TCP_win_size,4,0.0028915383897462838
2,L4_payload,5,0.0421033924529147
2,iat_micros,5,0.02267128063963372
2,packet_dir,5,0.04408807142637418
2,TCP_win_size,5,0.0017253608660289352
2,L4_payload,6,0.05838222286145774
2,iat_micros,6,-0.11557276384404028
2,packet_dir,6,0.06565660716765934
2,TCP_win_size,6,0.0019523187015377296
2,L4_payload,7,0.12166434324086077
2,iat_micros,7,0.054389570651119414
2,packet_dir,7,0.09944200622387617
2,TCP_win_size,7,0.002148672790616062
2,L4_payload,8,0.08302456369142575
2,iat_micros,8,-0.043963780096086535
2,packet_dir,8,0.09221808496262177
2,TCP_win_size,8,0.001598820779330497
2,L4_payload,9,0.07197005482670168
2,iat_micros,9,0.0355856849094575
2,packet_dir,9,0.08964772849678694
2,TCP_win_size,9,0.0022995191709481266
2,L4_payload,10,-0.004592977983608377
2,iat_micros,10,0.08782028972203325
2,packet_dir,10,0.07948515921212292
2,TCP_win_size,10,0.0020686787762238756
3,L4_payload,1,0.0362538460718476
