Fold,Feature,Packet,Importance
0,L4_payload,1,0.04306524728708137
0,iat_micros,1,0.0
0,packet_dir,1,0.012443671192260058
0,TCP_win_size,1,-0.04803131292260543
0,L4_payload,2,0.02682451196072261
0,iat_micros,2,0.03738883920790448
0,packet_dir,2,0.14897254059808718
0,TCP_win_size,2,0.0043521696094377385
0,L4_payload,3,0.07607555005084224
0,iat_micros,3,0.025979746742001198
0,packet_dir,3,0.09107942003367431
0,TCP_win_size,3,0.004110800164044598
0,L4_payload,4,0.06939946817595824
0,iat_micros,4,0.018723294182399416
0,packet_dir,4,0.12251907894107804
0,TCP_win_size,4,0.004009191593995463
0,L4_payload,5,0.041134316997780515
0,iat_micros,5,0.07880668599926954
0,packet_dir,5,0.1355495663785468
0,TCP_win_size,5,0.0026515610357601333
0,L4_payload,6,0.022858455442092966
0,iat_micros,6,0.08844336213599595
0,packet_dir,6,0.1260200741186418
0,TCP_win_size,6,0.0023027279820202386
0,L4_payload,7,0.07128758150184665
0,iat_micros,7,0.06939523332959456
0,packet_dir,7,0.08683887309988729
0,TCP_win_size,7,0.0025675668420259996
0,L4_payload,8,0.07410019225533475
0,iat_micros,8,0.07114079006689528
0,packet_dir,8,0.12886680220003174
0,TCP_win_size,8,0.0024574550574119084
0,L4_payload,9,0.10019049070186906
0,iat_micros,9,0.08544573684733572
0,packet_dir,9,0.13811377170528144
0,TCP_win_size,9,0.0035729896541332913
0,L4_payload,10,0.08589337821156938
0,iat_micros,10,0.07156152341456322
0,packet_dir,10,0.08431409394518409
0,TCP_win_size,10,0.0029479303498467944
1,L4_payload,1,0.041230842287556725
1,iat_micros,1,0.0
1,packet_dir,1,0.03545177324346598
1,TCP_win_size,1,0.002047197083347061
1,L4_payload,2,0.07541343545314551
1,iat_micros,2,0.07430931492590086
1,packet_dir,2,0.08020147519174108
1,TCP_win_size,2,0.0027521933760777818
1,L4_payload,3,0.07215174460719381
1,iat_micros,3,0.016418233343995434
1,packet_dir,3,0.09160611293545422
1,TCP_win_size,3,0.0022310575417043266
1,L4_payload,4,0.0786892169865135
1,iat_micros,4,0.020453834971572334
1,packet_dir,4,0.14199686144763404
1,TCP_win_size,4,0.002140182863834301
1,L4_payload,5,0.056732071158234934
1,iat_micros,5,0.02152169969850247
1,packet_dir,5,0.12265711114617704
1,TCP_win_size,5,0.001685281096641101
1,L4_payload,6,0.07894439114705121
1,iat_micros,6,0.050768429009194
1,packet_dir,6,0.1237576666558342
1,TCP_win_size,6,0.0014769576785659594
1,L4_payload,7,0.08600440218417897
1,iat_micros,7,0.0491919056567217
1,packet_dir,7,0.11124522607498923
1,TCP_win_size,7,0.0024848497708603486
1,L4_payload,8,0.09011980421309378
1,iat_micros,8,0.015209953142890469
1,packet_dir,8,0.13902691144461338
1,TCP_win_size,8,0.0018427182771138966
1,L4_payload,9,-0.040113891721113716
1,iat_micros,9,-0.04963109993589611
1,packet_dir,9,0.07737585146151701
1,TCP_win_size,9,0.0033988753279315803
1,L4_payload,10,0.03878897484952846
1,iat_micros,10,0.06510322693998963
1,packet_dir,10,0.03684631785870762
1,TCP_win_size,10,0.002670588062823516
2,L4_payload,1,0.024710806439221602
2,iat_micros,1,0.0
2,packet_dir,1,-0.02157275022432284
2,TCP_win_size,1,0.021027650605555042
2,L4_payload,2,0.08390520030008554
2,iat_micros,2,-0.023862451191434566
2,packet_dir,2,0.040231857574587894
2,TCP_win_size,2,0.0035944566241520033
2,L4_payload,3,0.02716879262296277
2,iat_micros,3,0.007170961896662017
2,packet_dir,3,-0.031415140437625916
2,TCP_win_size,3,-0.047111268786068396
2,L4_payload,4,-0.012657279570331685
2,iat_micros,4,0.003830417950254106
2,packet_dir,4,-0.014679259400571923
2,TCP_win_size,4,0.0034675023861685415
2,L4_payload,5,-0.047938093309703916
2,iat_micros,5,-0.07338403111367743
2,packet_dir,5,-0.1293823335791852
2,TCP_win_size,5,0.004059696455467846
2,L4_payload,6,-0.047362864191679205
2,iat_micros,6,-0.1075766322742758
2,packet_dir,6,-0.09381544482223093
2,TCP_win_size,6,0.0016035027524056013
2,L4_payload,7,0.03181204548247583
2,iat_micros,7,0.05521565477103927
2,packet_dir,7,0.07992113860046281
2,TCP_win_size,7,0.0014279363880839598
2,L4_payload,8,-0.15317910513529598
2,iat_micros,8,-0.05337319104754137
2,packet_dir,8,0.04471751781130408
2,TCP_win_size,8,-5.42346266091757e-05
2,L4_payload,9,0.02773628833050714
2,iat_micros,9,-0.11871005363948661
2,packet_dir,9,0.08905181126957933
2,TCP_win_size,9,0.004472380843922104
2,L4_payload,10,-0.04334857809101596
2,iat_micros,10,0.04108221639848776
2,packet_dir,10,-0.10576832565342091
2,TCP_win_size,10,-0.0792831263540242
3,L4_payload,1,0.020609830019724027
3,iat_micros,1,0.0
3,packet_dir,1,0.020922845554553784
3,TCP_win_size,1,0.009176521685879433
3,L4_payload,2,0.08989086909322978
3,iat_micros,2,0.06606145031286992
3,packet_dir,2,0.012106073595630406
3,TCP_win_size,2,0.00464375417874584
3,L4_payload,3,0.08474771283891129
3,iat_micros,3,0.01744827932175207
3,packet_dir,3,0.07765448119546414
3,TCP_win_size,3,0.0037880207364520977
3,L4_payload,4,0.0845701016821435
3,iat_micros,4,0.021263008176226644
3,packet_dir,4,0.10313427645258762
3,TCP_win_size,4,0.00687242940866623
3,L4_payload,5,0.06157979678826052
3,iat_micros,5,0.06224693159045249
3,packet_dir,5,0.1108319392691208
3,TCP_win_size,5,0.0009018293302573116
3,L4_payload,6,0.10530108250368182
3,iat_micros,6,0.09672619558842149
3,packet_dir,6,0.09412190346346917
3,TCP_win_size,6,0.0021640675564184187
3,L4_payload,7,0.0764317777255299
3,iat_micros,7,0.05695396746464688
3,packet_dir,7,0.1913706926833042
3,TCP_win_size,7,0.004541381566243819
