fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,85.72412930897922,85.00153552851853,96.51543932286579,96.28619185250176,JD
2,85.61625602310383,84.94865203912957,96.77997500019804,96.7210304312762,JD
3,86.01861680901976,85.25191262470122,96.70001231497675,96.56204458479287,JD
4,86.2838880771113,85.59491087840536,96.77583876463872,96.59715386746383,JD
5,85.33896458131063,84.53912981311373,96.58104069658593,96.51816942247858,JD
