fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,90.61883645578109,90.56849484162754,79.38515970226514,79.18300830272094,OOD
2,90.66491618513649,90.34248703312898,78.23558694239432,78.08766081457182,OOD
3,91.3301502131999,91.28814764354067,79.50535317391137,79.3753232183899,OOD
4,89.9378572229299,89.97692684946618,80.6141414010912,79.78368621878461,OOD
5,89.68455444263095,89.75964618284371,78.94937856578201,79.1322094618878,OOD
