fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,90.39468968069767,89.38379156985314,95.67904332002726,95.04689201111967,ID
2,91.45751158220185,90.80897584879578,95.6581593384907,95.01261929695801,ID
3,90.78924892593325,89.53274278785298,95.34060511764929,94.57051484513332,ID
4,91.96471036034663,91.00050964040256,95.8936343382523,95.31038938408014,ID
5,91.68077559423857,90.791473717957,95.74758430465887,95.0972953223671,ID
