Fold,Feature,Packet,Importance
0,L4_payload,1,0.08115092481966713
0,iat_micros,1,0.0
0,packet_dir,1,0.0005277778927847976
0,TCP_win_size,1,0.07074631909745221
0,L4_payload,2,0.2491238938018796
0,iat_micros,2,0.14644856373888615
0,packet_dir,2,1.1437823559390381e-05
0,TCP_win_size,2,0.3503296090348158
0,L4_payload,3,0.03222505274970899
0,iat_micros,3,0.049788696929681464
0,packet_dir,3,0.00038420337659772485
0,TCP_win_size,3,0.02943489134122501
0,L4_payload,4,0.1688474863913143
0,iat_micros,4,0.06060201174659596
0,packet_dir,4,0.0003149996919091791
0,TCP_win_size,4,0.14817804674021318
0,L4_payload,5,0.16641323325256963
0,iat_micros,5,0.049053170301704085
0,packet_dir,5,0.0003222214072593488
0,TCP_win_size,5,0.08753549909124558
0,L4_payload,6,0.06061868506549217
0,iat_micros,6,0.07375664446954033
0,packet_dir,6,0.00016733970915083773
0,TCP_win_size,6,0.046902704118110705
0,L4_payload,7,0.05002905877881858
0,iat_micros,7,0.04159816747960576
0,packet_dir,7,0.0005945031007286161
0,TCP_win_size,7,0.12439096073103428
0,L4_payload,8,0.047610951791284606
0,iat_micros,8,0.024156677641258284
0,packet_dir,8,1.0461712008691393e-05
0,TCP_win_size,8,0.03478134370925545
0,L4_payload,9,0.05696587557940802
0,iat_micros,9,0.040651425431860844
0,packet_dir,9,0.00010331637531635351
0,TCP_win_size,9,0.028648526096731075
0,L4_payload,10,0.07026363560726168
0,iat_micros,10,0.03471756317776453
0,packet_dir,10,0.00016388092444685753
0,TCP_win_size,10,0.048953210523905
1,L4_payload,1,0.05493144087631663
1,iat_micros,1,0.0
1,packet_dir,1,0.00025102338167926064
1,TCP_win_size,1,0.07077214761193318
1,L4_payload,2,0.2271461189739057
1,iat_micros,2,0.16111436554638203
1,packet_dir,2,-0.00012232560766278766
1,TCP_win_size,2,0.3454793883865932
1,L4_payload,3,0.015134625537029933
1,iat_micros,3,0.0530596286207583
1,packet_dir,3,0.0004384213225421263
1,TCP_win_size,3,0.03728393047458667
1,L4_payload,4,0.150008837787027
1,iat_micros,4,0.036509241259409464
1,packet_dir,4,0.00028773352096322924
1,TCP_win_size,4,0.18321873839158798
1,L4_payload,5,0.17521896916696278
1,iat_micros,5,0.03114703417122655
1,packet_dir,5,0.00047139067009993596
1,TCP_win_size,5,0.07134812354070164
1,L4_payload,6,0.08606429768406088
1,iat_micros,6,0.0779862223089367
1,packet_dir,6,0.0005334693196346052
1,TCP_win_size,6,0.0408781388123316
1,L4_payload,7,0.0784492617858632
1,iat_micros,7,0.03133159507706296
1,packet_dir,7,0.000987363177955558
1,TCP_win_size,7,0.11098426854277932
1,L4_payload,8,0.04453769615611236
1,iat_micros,8,0.033372482017512084
1,packet_dir,8,-0.0005572230766119901
1,TCP_win_size,8,0.026302319374735816
1,L4_payload,9,0.045734980714769335
1,iat_micros,9,0.014320652677270118
1,packet_dir,9,-3.555620969564188e-05
1,TCP_win_size,9,0.049409663217375055
1,L4_payload,10,0.05453762512843241
1,iat_micros,10,0.03926407214385108
1,packet_dir,10,0.0004649399015761446
1,TCP_win_size,10,0.022330271314785932
2,L4_payload,1,0.06569525103077467
2,iat_micros,1,0.0
2,packet_dir,1,0.00011812282627943205
2,TCP_win_size,1,0.06969753691191727
2,L4_payload,2,0.21287498803576455
2,iat_micros,2,0.09905460353911621
2,packet_dir,2,-0.00040315456772077596
2,TCP_win_size,2,0.34787691356359574
2,L4_payload,3,0.02531314387670136
2,iat_micros,3,0.05596841911210504
2,packet_dir,3,0.00036025692588737
2,TCP_win_size,3,0.03519312592106871
2,L4_payload,4,0.1303325651679188
2,iat_micros,4,0.059084232278109994
