fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,90.39468968069767,89.38379156985314,80.7613332365603,80.91632648574709,OOD
2,91.45751158220185,90.80897584879578,80.22138287886098,79.92964442737282,OOD
3,90.78924892593325,89.53274278785298,80.02715440116303,80.07560600476185,OOD
4,91.96471036034663,91.00050964040256,81.74007425606281,81.50526771634455,OOD
5,91.68077559423857,90.791473717957,81.46983132954699,81.38923366199191,OOD
