fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,90.61883645578109,90.56849484162754,95.61555914517797,95.5518927790295,ID
2,90.66491618513649,90.34248703312898,95.6741288978298,95.52264343450464,ID
3,91.3301502131999,91.28814764354067,95.91800718479975,95.85707284190748,ID
4,89.9378572229299,89.97692684946618,95.58361450582191,95.57832367625826,ID
5,89.68455444263095,89.75964618284371,95.39735337428384,95.35492497470659,ID
