fold,f1_ID,bal_acc_ID,f1_OOD_or_JD,bal_acc_OOD_or_JD,Taxonomy
1,92.81017594265415,92.56739427781555,96.4825265774004,96.05496900259008,JD
2,92.33578354317693,91.7020452401604,96.20973236929477,95.68013300106945,JD
3,92.91121326849756,92.43077262975235,96.50879796005961,96.0689644685816,JD
4,92.27444528555583,91.8592833001198,96.24452191330958,95.78786203086189,JD
5,92.28880050943576,91.75576247651398,96.42951184357538,96.02887770057461,JD
